PassengerId;Survived;Pclass;Sex;Age;SibSp;Parch;Embarked
634;0;1;0;29,7;0;0;S
640;0;3;0;29,7;1;0;S
644;1;3;0;29,7;0;0;S
649;0;3;0;29,7;0;0;S
651;0;3;0;29,7;0;0;S
654;1;3;1;29,7;0;0;Q
657;0;3;0;29,7;0;0;S
668;0;3;0;29,7;0;0;S
670;1;1;1;29,7;1;0;S
675;0;2;0;29,7;0;0;S
681;0;3;1;29,7;0;0;Q
693;1;3;0;29,7;0;0;S
698;1;3;1;29,7;0;0;Q
710;1;3;0;29,7;1;1;C
712;0;1;0;29,7;0;0;S
719;0;3;0;29,7;0;0;Q
728;1;3;1;29,7;0;0;Q
733;0;2;0;29,7;0;0;S
739;0;3;0;29,7;0;0;S
740;0;3;0;29,7;0;0;S
741;1;1;0;29,7;0;0;S
761;0;3;0;29,7;0;0;S
767;0;1;0;29,7;0;0;C
769;0;3;0;29,7;1;0;Q
774;0;3;0;29,7;0;0;C
777;0;3;0;29,7;0;0;Q
779;0;3;0;29,7;0;0;Q
784;0;3;0;29,7;1;2;S
791;0;3;0;29,7;0;0;Q
793;0;3;1;29,7;8;2;S
794;0;1;0;29,7;0;0;C
816;0;1;0;29,7;0;0;S
826;0;3;0;29,7;0;0;Q
827;0;3;0;29,7;0;0;S
829;1;3;0;29,7;0;0;Q
833;0;3;0;29,7;0;0;C
838;0;3;0;29,7;0;0;S
840;1;1;0;29,7;0;0;C
847;0;3;0;29,7;8;2;S
850;1;1;1;29,7;1;0;C
860;0;3;0;29,7;0;0;C
864;0;3;1;29,7;8;2;S
869;0;3;0;29,7;0;0;S
879;0;3;0;29,7;0;0;S
889;0;3;1;29,7;1;2;S
